Дата продажи,Название курса,Цена$,Кол-во,Всего
20/11/2024,машинное обучение+,250,13.0,3250
20/11/2024,SQL-Курс,60,16.0,960
2024/11/21,python for beginners,50,15.0,750
21/11/2024,DS Boot,200,20.0,4000
21/11/2024,Web-разработка,80,15.0,1200
2024/11/21,machine learning advanced,250,13.0,3250
2024/11/21,sql crash course,60,16.0,960
22/11/2024,Python For Beginners,50,16.0,800
"Nov 22, 2024",Данные.Наука,200,11.0,2200
"Nov 22, 2024",Web Dev 101,80,,1280
2024/11/22,Продвинутый ML,250,8.0,2000
2024/11/22,sql-cc,60,15.0,900
23/11/2024,Питон для начинающих,50,14.0,700
2024/11/23,data science bootcamp,200,14.0,2800
2024/11/23,Web Dev 101,80,17.0,1360
2024/11/23,Machine Learning ADV,250,18.0,4500
23.11.24,Быстрый курс SQL,60,11.0,660
2024/11/24,python for beginners,50,15.0,750
2024-11-24,Данные.Наука,200,13.0,2600
2024/11/24,WEB DEVELOPMENT,80,13.0,1040
"Nov 24, 2024",машинное обучение+,250,10.0,2500
"Nov 24, 2024",sql crash course,60,15.0,900
25/11/2024,Python For Beginners,50,9.0,450
2024/11/25,Данные.Наука,200,12.0,2400
"Nov 25, 2024",веб разработка,80,16.0,1280
25/11/2024,Продвинутый ML,250,18.0,4500
"Nov 25, 2024",sql crash course,60,12.0,720
26.11.24,Python нач,50,15.0,750
"Nov 26, 2024",Данные.Наука,200,7.0,1400
26.11.24,веб разработка,80,15.0,1200
26/11/2024,машинное обучение+,250,11.0,2750
"Nov 26, 2024",Быстрый курс SQL,60,15.0,900
2024-11-27,Python нач,50,14.0,700
27.11.24,data science bootcamp,200,20.0,4000
27.11.24,веб разработка,80,16.0,1280
"Nov 27, 2024",machine learning advanced,250,23.0,5750
2024-11-27,sql-cc,60,16.0,960
2024-11-28,Python For Beginners,50,11.0,550
28/11/2024,data science bootcamp,200,16.0,3200
2024/11/28,web_dev,80,9.0,720
"Nov 28, 2024",Продвинутый ML,250,11.0,2750
2024/11/28,sql crash course,60,16.0,960
"Nov 29, 2024",python for beginners,50,11.0,550
2024-11-29,Данные.Наука,200,17.0,3400
29/11/2024,веб разработка,80,18.0,1440
29/11/2024,Machine Learning ADV,250,20.0,5000
2024-11-29,SQL-Курс,60,14.0,840
2024/11/30,Питон для начинающих,50,15.0,750
2024-11-30,Data Science BOOTCAMP,200,9.0,1800
30.11.24,веб разработка,80,14.0,1120
"Nov 30, 2024",Продвинутый ML,250,9.0,2250
2024-11-30,sql-cc,60,14.0,840
"Dec 01, 2024",Python нач,50,12.0,600
01/12/2024,Данные.Наука,200,11.0,2200
01/12/2024,web_dev,80,12.0,960
01/12/2024,ML (уровень 2),250,18.0,4500
2024-12-01,Быстрый курс SQL,60,13.0,780
2024/12/02,python for beginners,50,15.0,750
2024/12/02,DS Boot,200,19.0,3800
"Dec 02, 2024",веб разработка,80,16.0,1280
2024-12-02,Продвинутый ML,250,17.0,4250
2024-12-02,sql-cc,60,21.0,1260
03/12/2024,Python нач,50,65.0,3250
03.12.24,data science bootcamp,200,18.0,3600
"Dec 03, 2024",веб разработка,80,9.0,720
2024-12-03,Machine Learning ADV,250,11.0,2750
03/12/2024,sql-cc,60,8.0,480
04/12/2024,Python нач,50,16.0,800
04/12/2024,DS Boot,200,10.0,2000
"Dec 04, 2024",веб разработка,80,11.0,880
"Dec 04, 2024",machine learning advanced,250,16.0,4000
04.12.24,Быстрый курс SQL,60,13.0,780
2024/12/05,Python For Beginners,50,8.0,400
"Dec 05, 2024",Буткемп по Data Science,200,22.0,4400
2024/12/05,web_dev,80,18.0,1440
2024/12/05,Machine Learning ADV,250,18.0,4500
05.12.24,sql-cc,60,13.0,780
06/12/2024,PYTHON-BEGINNERS,50,12.0,600
06/12/2024,Буткемп по Data Science,200,14.0,2800
06/12/2024,web_dev,80,15.0,1200
06.12.24,ML (уровень 2),250,7.0,1750
"Dec 06, 2024",sql crash course,60,14.0,840
07/12/2024,Питон для начинающих,50,14.0,700
07/12/2024,data science bootcamp,200,17.0,3400
2024/12/07,Web Dev 101,80,12.0,960
2024-12-07,machine learning advanced,250,10.0,2500
07.12.24,SQL БАЗОВЫЙ,60,16.0,960
2024/12/08,Python For Beginners,50,13.0,650
08.12.24,Буткемп по Data Science,200,17.0,3400
2024/12/08,Web-разработка,80,9.0,720
"Dec 08, 2024",Machine Learning ADV,250,14.0,3500
2024-12-08,Быстрый курс SQL,60,12.0,720
"Dec 09, 2024",python for beginners,50,14.0,700
09/12/2024,data science bootcamp,200,10.0,2000
"Dec 09, 2024",Web Dev 101,80,20.0,1600
"Dec 09, 2024",Machine Learning ADV,250,15.0,3750
"Dec 09, 2024",Быстрый курс SQL,60,14.0,840
"Dec 10, 2024",Python нач,50,20.0,1000
2024/12/10,Данные.Наука,200,7.0,1400
10/12/2024,Web Dev 101,80,13.0,1040
10.12.24,ML (уровень 2),250,22.0,5500
2024-12-10,sql crash course,60,19.0,1140
2024/12/11,PYTHON-BEGINNERS,50,12.0,600
11.12.24,DS Boot,200,12.0,2400
11/12/2024,WEB DEVELOPMENT,80,12.0,960
11.12.24,ML (уровень 2),250,19.0,4750
11.12.24,sql-cc,60,21.0,1260
12.12.24,Python For Beginners,50,13.0,650
2024/12/12,Данные.Наука,200,16.0,3200
2024-12-12,Web-разработка,80,10.0,800
"Dec 12, 2024",machine learning advanced,250,17.0,4250
2024-12-12,Быстрый курс SQL,60,12.0,720
13.12.24,Python For Beginners,50,14.0,700
13.12.24,data science bootcamp,200,16.0,3200
"Dec 13, 2024",веб разработка,80,13.0,1040
2024-12-13,machine learning advanced,250,17.0,4250
13/12/2024,SQL-Курс,60,105.0,6300
2024-12-14,Python For Beginners,50,8.0,400
14/12/2024,Data Science BOOTCAMP,200,15.0,3000
14.12.24,Web-разработка,80,18.0,1440
14/12/2024,машинное обучение+,250,13.0,3250
2024-12-14,SQL-Курс,60,20.0,1200
15/12/2024,PYTHON-BEGINNERS,50,14.0,700
15/12/2024,Данные.Наука,200,5.0,1000
15/12/2024,WEB DEVELOPMENT,80,12.0,960
2024-12-15,машинное обучение+,250,11.0,2750
"Dec 15, 2024",sql crash course,60,10.0,600
2024-12-16,Python нач,50,22.0,1100
"Dec 16, 2024",DS Boot,200,14.0,2800
2024/12/16,web_dev,80,12.0,960
2024/12/16,машинное обучение+,250,20.0,5000
"Dec 16, 2024",SQL БАЗОВЫЙ,60,13.0,780
17/12/2024,Питон для начинающих,50,13.0,650
2024/12/17,Данные.Наука,200,14.0,2800
"Dec 17, 2024",веб разработка,80,11.0,880
"Dec 17, 2024",машинное обучение+,250,14.0,3500
2024-12-17,SQL БАЗОВЫЙ,60,10.0,600
"Dec 18, 2024",python for beginners,50,12.0,600
18/12/2024,data science bootcamp,200,9.0,1800
2024/12/18,web_dev,80,18.0,1440
2024-12-18,ML (уровень 2),250,7.0,1750
2024/12/18,Быстрый курс SQL,60,16.0,960
2024-12-19,PYTHON-BEGINNERS,50,13.0,650
19.12.24,DS Boot,200,14.0,2800
19.12.24,веб разработка,80,15.0,1200
2024-12-19,машинное обучение+,250,15.0,3750
"Dec 19, 2024",sql crash course,60,10.0,600
2024/12/20,Питон для начинающих,50,21.0,1050
"Dec 20, 2024",Буткемп по Data Science,200,13.0,2600
2024-12-20,WEB DEVELOPMENT,80,16.0,1280
20.12.24,machine learning advanced,250,105.0,26250
2024/12/20,SQL-Курс,60,15.0,900
2024-12-21,python for beginners,50,11.0,550
2024-12-21,Буткемп по Data Science,200,15.0,3000
"Dec 21, 2024",web_dev,80,13.0,1040
21/12/2024,ML (уровень 2),250,11.0,2750
"Dec 21, 2024",sql-cc,60,17.0,1020
2024-12-22,Питон для начинающих,50,19.0,950
2024-12-22,Данные.Наука,200,18.0,3600
2024/12/22,web_dev,80,14.0,1120
22/12/2024,ML (уровень 2),250,14.0,3500
22/12/2024,sql-cc,60,14.0,840
2024-12-23,python for beginners,50,14.0,700
2024/12/23,DS Boot,200,,2600
"Dec 23, 2024",Web-разработка,80,10.0,800
23.12.24,машинное обучение+,250,18.0,4500
2024/12/23,sql-cc,60,18.0,1080
24.12.24,PYTHON-BEGINNERS,50,14.0,700
24.12.24,Данные.Наука,200,10.0,2000
2024-12-24,Web-разработка,80,8.0,640
2024/12/24,ML (уровень 2),250,7.0,1750
24.12.24,sql-cc,60,20.0,1200
2024/12/25,Python For Beginners,50,8.0,400
25.12.24,data science bootcamp,200,16.0,3200
2024/12/25,WEB DEVELOPMENT,80,23.0,1840
2024-12-25,машинное обучение+,250,17.0,4250
2024-12-25,Быстрый курс SQL,60,14.0,840
"Dec 26, 2024",python for beginners,50,17.0,850
2024-12-26,Данные.Наука,200,13.0,2600
26/12/2024,web_dev,80,6.0,480
2024/12/26,Продвинутый ML,250,12.0,3000
"Dec 26, 2024",SQL-Курс,60,22.0,1320
2024/12/27,python for beginners,50,12.0,600
27.12.24,Данные.Наука,200,12.0,2400
27.12.24,web_dev,80,15.0,1200
27/12/2024,Machine Learning ADV,250,21.0,5250
"Dec 27, 2024",sql crash course,60,7.0,420
2024/12/28,python for beginners,50,14.0,700
28.12.24,data science bootcamp,200,9.0,1800
28.12.24,Web Dev 101,80,15.0,1200
2024/12/28,machine learning advanced,250,17.0,4250
28.12.24,SQL-Курс,60,16.0,960
29/12/2024,Питон для начинающих,50,14.0,700
2024/12/29,Буткемп по Data Science,200,12.0,2400
2024/12/29,веб разработка,80,16.0,1280
2024-12-29,Machine Learning ADV,250,14.0,3500
"Dec 29, 2024",Быстрый курс SQL,60,17.0,1020
30.12.24,Python For Beginners,50,16.0,800
30.12.24,data science bootcamp,200,21.0,4200
2024/12/30,Web Dev 101,80,10.0,800
2024/12/30,Продвинутый ML,250,21.0,5250
30.12.24,SQL БАЗОВЫЙ,60,16.0,960
31/12/2024,Python For Beginners,50,15.0,750
2024-12-31,data science bootcamp,200,16.0,3200
"Dec 31, 2024",Web Dev 101,80,18.0,1440
"Dec 31, 2024",машинное обучение+,250,22.0,5500
2024/12/31,SQL-Курс,60,9.0,540
01.01.25,python for beginners,50,13.0,650
2025-01-01,data science bootcamp,200,13.0,2600
01/01/2025,Web Dev 101,80,10.0,800
"Jan 01, 2025",машинное обучение+,250,12.0,3000
2025-01-01,sql-cc,60,14.0,840
2025/01/02,PYTHON-BEGINNERS,50,16.0,800
2025-01-02,Data Science BOOTCAMP,200,15.0,3000
2025-01-02,Web-разработка,80,17.0,1360
2025/01/02,Machine Learning ADV,250,13.0,3250
02/01/2025,sql crash course,60,12.0,720
03.01.25,Питон для начинающих,50,18.0,900
2025/01/03,Данные.Наука,200,18.0,3600
2025-01-03,веб разработка,80,22.0,1760
"Jan 03, 2025",Продвинутый ML,250,16.0,4000
2025/01/03,SQL-Курс,60,14.0,840
04/01/2025,PYTHON-BEGINNERS,50,16.0,800
2025/01/04,Буткемп по Data Science,200,11.0,2200
04.01.25,web_dev,80,17.0,1360
2025-01-04,Machine Learning ADV,250,19.0,4750
04.01.25,sql-cc,60,16.0,960
"Jan 05, 2025",Питон для начинающих,50,13.0,650
05.01.25,Data Science BOOTCAMP,200,20.0,4000
05/01/2025,Web-разработка,80,12.0,960
05.01.25,ML (уровень 2),250,17.0,4250
05.01.25,SQL-Курс,60,14.0,840
06/01/2025,Python For Beginners,50,16.0,800
2025/01/06,data science bootcamp,200,13.0,2600
2025-01-06,WEB DEVELOPMENT,80,21.0,1680
2025-01-06,ML (уровень 2),250,11.0,2750
2025-01-06,sql-cc,60,18.0,1080
2025-01-07,PYTHON-BEGINNERS,50,24.0,1200
07/01/2025,DS Boot,200,60.0,12000
07/01/2025,Web-разработка,80,11.0,880
07/01/2025,machine learning advanced,250,22.0,5500
07.01.25,Быстрый курс SQL,60,13.0,780
08/01/2025,Питон для начинающих,50,14.0,700
2025/01/08,Данные.Наука,200,18.0,3600
2025-01-08,Web-разработка,80,15.0,1200
2025/01/08,machine learning advanced,250,16.0,4000
08.01.25,sql-cc,60,18.0,1080
2025-01-09,Python нач,50,7.0,350
2025-01-09,Буткемп по Data Science,200,20.0,4000
09.01.25,Web Dev 101,80,20.0,1600
09/01/2025,ML (уровень 2),250,14.0,3500
2025-01-09,sql crash course,60,14.0,840
10/01/2025,Питон для начинающих,50,18.0,900
10.01.25,DS Boot,200,9.0,1800
"Jan 10, 2025",WEB DEVELOPMENT,80,15.0,1200
2025-01-10,Machine Learning ADV,250,8.0,2000
10.01.25,Быстрый курс SQL,60,15.0,900
11.01.25,PYTHON-BEGINNERS,50,13.0,650
"Jan 11, 2025",DS Boot,200,13.0,2600
11.01.25,Web Dev 101,80,14.0,1120
11.01.25,машинное обучение+,250,28.0,7000
11/01/2025,sql crash course,60,16.0,960
"Jan 12, 2025",Python нач,50,14.0,700
2025/01/12,Data Science BOOTCAMP,200,12.0,2400
12.01.25,Web-разработка,80,21.0,1680
12/01/2025,machine learning advanced,250,17.0,4250
2025-01-12,SQL БАЗОВЫЙ,60,16.0,960
13.01.25,Питон для начинающих,50,17.0,850
2025/01/13,Data Science BOOTCAMP,200,18.0,3600
13/01/2025,Web-разработка,80,12.0,960
13/01/2025,Machine Learning ADV,250,16.0,4000
2025/01/13,SQL БАЗОВЫЙ,60,19.0,1140
"Jan 14, 2025",Питон для начинающих,50,17.0,850
"Jan 14, 2025",data science bootcamp,200,17.0,3400
"Jan 14, 2025",Web-разработка,80,12.0,960
"Jan 14, 2025",ML (уровень 2),250,21.0,5250
"Jan 14, 2025",SQL БАЗОВЫЙ,60,10.0,600
2025-01-15,PYTHON-BEGINNERS,50,17.0,850
"Jan 15, 2025",DS Boot,200,17.0,3400
15/01/2025,web_dev,80,11.0,880
2025-01-15,Machine Learning ADV,250,8.0,2000
15.01.25,sql crash course,60,18.0,1080
16.01.25,python for beginners,50,16.0,800
"Jan 16, 2025",Data Science BOOTCAMP,200,19.0,3800
16.01.25,WEB DEVELOPMENT,80,13.0,1040
"Jan 16, 2025",Machine Learning ADV,250,13.0,3250
2025/01/16,SQL БАЗОВЫЙ,60,14.0,840
17.01.25,Python For Beginners,50,14.0,700
17.01.25,data science bootcamp,200,14.0,2800
17.01.25,Web-разработка,80,13.0,1040
2025/01/17,машинное обучение+,250,14.0,3500
17/01/2025,Быстрый курс SQL,60,16.0,960
2025/01/18,Python нач,50,14.0,700
18/01/2025,DS Boot,200,20.0,4000
2025/01/18,web_dev,80,22.0,1760
"Jan 18, 2025",машинное обучение+,250,11.0,2750
2025-01-18,SQL-Курс,60,15.0,900
19/01/2025,Питон для начинающих,50,14.0,700
19/01/2025,DS Boot,200,16.0,3200
19.01.25,WEB DEVELOPMENT,80,,1120
2025-01-19,машинное обучение+,250,14.0,3500
19.01.25,Быстрый курс SQL,60,18.0,1080
2025-01-20,PYTHON-BEGINNERS,50,7.0,350
2025-01-20,Данные.Наука,200,10.0,2000
20/01/2025,веб разработка,80,13.0,1040
20.01.25,машинное обучение+,250,95.0,23750
"Jan 20, 2025",sql-cc,60,18.0,1080
2025-01-21,Python нач,50,15.0,750
21/01/2025,DS Boot,200,12.0,2400
2025-01-21,web_dev,80,17.0,1360
2025-01-21,Продвинутый ML,250,19.0,4750
21/01/2025,sql-cc,60,10.0,600
22.01.25,python for beginners,50,13.0,650
"Jan 22, 2025",Данные.Наука,200,17.0,3400
22/01/2025,Web-разработка,80,7.0,560
2025-01-22,Machine Learning ADV,250,17.0,4250
2025-01-22,SQL БАЗОВЫЙ,60,18.0,1080
23/01/2025,PYTHON-BEGINNERS,50,11.0,550
"Jan 23, 2025",Данные.Наука,200,15.0,3000
2025/01/23,Web Dev 101,80,12.0,960
23.01.25,machine learning advanced,250,13.0,3250
2025-01-23,sql crash course,60,16.0,960
2025-01-24,Python For Beginners,50,21.0,1050
2025-01-24,DS Boot,200,15.0,3000
24/01/2025,веб разработка,80,12.0,960
"Jan 24, 2025",Machine Learning ADV,250,15.0,3750
2025/01/24,SQL-Курс,60,15.0,900
25.01.25,python for beginners,50,13.0,650
25/01/2025,data science bootcamp,200,12.0,2400
25.01.25,Web Dev 101,80,23.0,1840
"Jan 25, 2025",Machine Learning ADV,250,13.0,3250
2025-01-25,sql-cc,60,14.0,840
2025/01/26,Питон для начинающих,50,75.0,3750
"Jan 26, 2025",Data Science BOOTCAMP,200,11.0,2200
26/01/2025,WEB DEVELOPMENT,80,17.0,1360
26/01/2025,Продвинутый ML,250,16.0,4000
2025/01/26,SQL БАЗОВЫЙ,60,13.0,780
"Jan 27, 2025",python for beginners,50,16.0,800
27.01.25,Данные.Наука,200,13.0,2600
27/01/2025,WEB DEVELOPMENT,80,22.0,1760
27.01.25,Продвинутый ML,250,20.0,5000
"Jan 27, 2025",SQL-Курс,60,12.0,720
2025/01/28,python for beginners,50,15.0,750
28.01.25,DS Boot,200,18.0,3600
2025/01/28,Web-разработка,80,17.0,1360
2025/01/28,ML (уровень 2),250,,4250
2025/01/28,SQL-Курс,60,7.0,420
29/01/2025,Питон для начинающих,50,18.0,900
29/01/2025,Данные.Наука,200,15.0,3000
29.01.25,Web Dev 101,80,15.0,1200
2025/01/29,machine learning advanced,250,22.0,5500
29.01.25,sql-cc,60,12.0,720
30.01.25,PYTHON-BEGINNERS,50,13.0,650
30.01.25,Данные.Наука,200,4.0,800
2025-01-30,веб разработка,80,15.0,1200
2025-01-30,машинное обучение+,250,12.0,3000
2025-01-30,Быстрый курс SQL,60,21.0,1260
"Jan 31, 2025",Питон для начинающих,50,19.0,950
"Jan 31, 2025",Data Science BOOTCAMP,200,21.0,4200
31/01/2025,Web Dev 101,80,20.0,1600
31.01.25,Продвинутый ML,250,11.0,2750
"Jan 31, 2025",SQL БАЗОВЫЙ,60,11.0,660
"Feb 01, 2025",Питон для начинающих,50,17.0,850
"Feb 01, 2025",Данные.Наука,200,15.0,3000
01.02.25,Web-разработка,80,22.0,1760
01/02/2025,ML (уровень 2),250,19.0,4750
2025-02-01,sql crash course,60,12.0,720
"Feb 02, 2025",Python нач,50,17.0,850
"Feb 02, 2025",DS Boot,200,14.0,2800
2025/02/02,Web Dev 101,80,14.0,1120
02/02/2025,Продвинутый ML,250,14.0,3500
2025-02-02,sql crash course,60,15.0,900
03.02.25,python for beginners,50,16.0,800
03/02/2025,DS Boot,200,16.0,3200
03/02/2025,Web Dev 101,80,17.0,1360
"Feb 03, 2025",machine learning advanced,250,10.0,2500
03.02.25,SQL БАЗОВЫЙ,60,21.0,1260
"Feb 04, 2025",Питон для начинающих,50,18.0,900
04/02/2025,Буткемп по Data Science,200,13.0,2600
2025-02-04,Web Dev 101,80,13.0,1040
2025/02/04,машинное обучение+,250,19.0,4750
2025/02/04,Быстрый курс SQL,60,11.0,660
"Feb 05, 2025",Python нач,50,8.0,400
2025-02-05,Буткемп по Data Science,200,9.0,1800
"Feb 05, 2025",Web Dev 101,80,19.0,1520
"Feb 05, 2025",ML (уровень 2),250,16.0,4000
05.02.25,SQL БАЗОВЫЙ,60,18.0,1080
2025/02/06,python for beginners,50,19.0,950
06.02.25,DS Boot,200,13.0,2600
"Feb 06, 2025",WEB DEVELOPMENT,80,17.0,1360
"Feb 06, 2025",Продвинутый ML,250,12.0,3000
2025-02-06,sql-cc,60,12.0,720
07/02/2025,Python нач,50,17.0,850
"Feb 07, 2025",Данные.Наука,200,11.0,2200
07/02/2025,web_dev,80,21.0,1680
2025-02-07,machine learning advanced,250,15.0,3750
07/02/2025,sql-cc,60,14.0,840
2025/02/08,Python For Beginners,50,15.0,750
08.02.25,Буткемп по Data Science,200,16.0,3200
"Feb 08, 2025",веб разработка,80,12.0,960
08/02/2025,Продвинутый ML,250,15.0,3750
2025-02-08,SQL БАЗОВЫЙ,60,17.0,1020
2025/02/09,Python нач,50,20.0,1000
2025-02-09,DS Boot,200,14.0,2800
09/02/2025,Web-разработка,80,26.0,2080
2025-02-09,ML (уровень 2),250,21.0,5250
2025/02/09,SQL-Курс,60,11.0,660
2025-02-10,Питон для начинающих,50,14.0,700
"Feb 10, 2025",Буткемп по Data Science,200,19.0,3800
2025/02/10,Web Dev 101,80,18.0,1440
10/02/2025,machine learning advanced,250,22.0,5500
2025/02/10,sql crash course,60,16.0,960
11/02/2025,Python For Beginners,50,5.0,250
11.02.25,data science bootcamp,200,12.0,2400
11.02.25,web_dev,80,,1200
11/02/2025,ML (уровень 2),250,13.0,3250
"Feb 11, 2025",sql crash course,60,10.0,600
2025-02-12,PYTHON-BEGINNERS,50,8.0,400
2025/02/12,Данные.Наука,200,15.0,3000
"Feb 12, 2025",Web Dev 101,80,16.0,1280
2025-02-12,ML (уровень 2),250,17.0,4250
2025/02/12,Быстрый курс SQL,60,15.0,900
2025/02/13,Python нач,50,15.0,750
"Feb 13, 2025",Data Science BOOTCAMP,200,11.0,2200
13/02/2025,Web Dev 101,80,21.0,1680
13.02.25,Machine Learning ADV,250,19.0,4750
2025/02/13,Быстрый курс SQL,60,100.0,6000
"Feb 14, 2025",Python нач,50,12.0,600
2025-02-14,Data Science BOOTCAMP,200,26.0,5200
2025-02-14,WEB DEVELOPMENT,80,15.0,1200
14.02.25,машинное обучение+,250,13.0,3250
2025/02/14,sql-cc,60,17.0,1020
2025-02-15,Python For Beginners,50,14.0,700
2025/02/15,data science bootcamp,200,14.0,2800
"Feb 15, 2025",веб разработка,80,19.0,1520
2025-02-15,Продвинутый ML,250,13.0,3250
2025/02/15,sql-cc,60,18.0,1080
"Feb 16, 2025",Python нач,50,15.0,750
16.02.25,Буткемп по Data Science,200,13.0,2600
16.02.25,веб разработка,80,17.0,1360
"Feb 16, 2025",Продвинутый ML,250,14.0,3500
2025-02-16,SQL БАЗОВЫЙ,60,15.0,900
17.02.25,Python нач,50,16.0,800
"Feb 17, 2025",data science bootcamp,200,11.0,2200
2025-02-17,веб разработка,80,16.0,1280
17/02/2025,машинное обучение+,250,15.0,3750
2025-02-17,sql-cc,60,9.0,540
18.02.25,Python нач,50,15.0,750
2025/02/18,Буткемп по Data Science,200,22.0,4400
2025-02-18,web_dev,80,11.0,880
18/02/2025,машинное обучение+,250,16.0,4000
"Feb 18, 2025",sql-cc,60,13.0,780
19.02.25,Python For Beginners,50,13.0,650
2025-02-19,Данные.Наука,200,10.0,2000
2025-02-19,web_dev,80,21.0,1680
19/02/2025,Machine Learning ADV,250,16.0,4000
2025-02-19,sql crash course,60,12.0,720
20.02.25,python for beginners,50,9.0,450
"Feb 20, 2025",Буткемп по Data Science,200,13.0,2600
2025/02/20,WEB DEVELOPMENT,80,18.0,1440
20/02/2025,ML (уровень 2),250,20.0,5000
20/02/2025,Быстрый курс SQL,60,18.0,1080
2025-02-21,Python нач,50,21.0,1050
2025/02/21,Буткемп по Data Science,200,8.0,1600
2025-02-21,Web Dev 101,80,12.0,960
2025/02/21,машинное обучение+,250,11.0,2750
21.02.25,sql crash course,60,16.0,960
"Feb 22, 2025",PYTHON-BEGINNERS,50,14.0,700
22/02/2025,data science bootcamp,200,11.0,2200
"Feb 22, 2025",WEB DEVELOPMENT,80,16.0,1280
2025/02/22,машинное обучение+,250,18.0,4500
22/02/2025,sql crash course,60,16.0,960
"Feb 23, 2025",Питон для начинающих,50,17.0,850
2025-02-23,Буткемп по Data Science,200,13.0,2600
23/02/2025,веб разработка,80,16.0,1280
2025-02-23,ML (уровень 2),250,19.0,4750
23/02/2025,SQL БАЗОВЫЙ,60,12.0,720
2025-02-24,PYTHON-BEGINNERS,50,19.0,950
2025-02-24,Буткемп по Data Science,200,12.0,2400
24/02/2025,веб разработка,80,14.0,1120
2025/02/24,ML (уровень 2),250,17.0,4250
"Feb 24, 2025",sql crash course,60,11.0,660
2025/02/25,python for beginners,50,11.0,550
2025/02/25,DS Boot,200,13.0,2600
"Feb 25, 2025",Web Dev 101,80,14.0,1120
25.02.25,ML (уровень 2),250,9.0,2250
25.02.25,SQL-Курс,60,18.0,1080
26.02.25,python for beginners,50,9.0,450
2025-02-26,Данные.Наука,200,15.0,3000
2025/02/26,Web-разработка,80,18.0,1440
26/02/2025,ML (уровень 2),250,14.0,3500
2025-02-26,sql crash course,60,16.0,960
27/02/2025,Python нач,50,15.0,750
27.02.25,Data Science BOOTCAMP,200,27.0,5400
2025/02/27,web_dev,80,19.0,1520
27/02/2025,машинное обучение+,250,16.0,4000
2025/02/27,sql crash course,60,18.0,1080
2025/02/28,Python For Beginners,50,11.0,550
"Feb 28, 2025",Буткемп по Data Science,200,24.0,4800
"Feb 28, 2025",WEB DEVELOPMENT,80,13.0,1040
2025-02-28,ML (уровень 2),250,16.0,4000
28.02.25,Быстрый курс SQL,60,11.0,660
01/03/2025,python for beginners,50,13.0,650
01/03/2025,Data Science BOOTCAMP,200,18.0,3600
"Mar 01, 2025",web_dev,80,14.0,1120
01/03/2025,Machine Learning ADV,250,12.0,3000
2025-03-01,sql-cc,60,14.0,840
2025/03/02,PYTHON-BEGINNERS,50,15.0,750
02/03/2025,DS Boot,200,14.0,2800
"Mar 02, 2025",Web Dev 101,80,10.0,800
2025-03-02,Продвинутый ML,250,13.0,3250
2025-03-02,Быстрый курс SQL,60,13.0,780
03.03.25,Python нач,50,12.0,600
2025/03/03,DS Boot,200,14.0,2800
03/03/2025,WEB DEVELOPMENT,80,20.0,1600
03/03/2025,машинное обучение+,250,16.0,4000
03/03/2025,SQL БАЗОВЫЙ,60,15.0,900
04.03.25,Питон для начинающих,50,19.0,950
2025/03/04,Данные.Наука,200,19.0,3800
"Mar 04, 2025",WEB DEVELOPMENT,80,,1280
04/03/2025,ML (уровень 2),250,15.0,3750
2025/03/04,sql-cc,60,15.0,900
2025-03-05,PYTHON-BEGINNERS,50,,3500
2025/03/05,Data Science BOOTCAMP,200,16.0,3200
"Mar 05, 2025",веб разработка,80,19.0,1520
05/03/2025,Machine Learning ADV,250,19.0,4750
2025/03/05,sql-cc,60,16.0,960
"Mar 06, 2025",Питон для начинающих,50,11.0,550
2025-03-06,Data Science BOOTCAMP,200,17.0,3400
06.03.25,web_dev,80,14.0,1120
06.03.25,ML (уровень 2),250,17.0,4250
2025-03-06,sql crash course,60,18.0,1080
2025-03-07,python for beginners,50,10.0,500
2025/03/07,Data Science BOOTCAMP,200,12.0,2400
"Mar 07, 2025",Web-разработка,80,17.0,1360
2025-03-07,Machine Learning ADV,250,22.0,5500
07/03/2025,SQL БАЗОВЫЙ,60,11.0,660
08.03.25,Python For Beginners,50,12.0,600
2025-03-08,Data Science BOOTCAMP,200,12.0,2400
2025-03-08,веб разработка,80,11.0,880
"Mar 08, 2025",ML (уровень 2),250,18.0,4500
08.03.25,Быстрый курс SQL,60,18.0,1080
"Mar 09, 2025",PYTHON-BEGINNERS,50,19.0,950
09.03.25,Data Science BOOTCAMP,200,14.0,2800
09.03.25,Web-разработка,80,18.0,1440
2025/03/09,machine learning advanced,250,18.0,4500
"Mar 09, 2025",SQL БАЗОВЫЙ,60,15.0,900
2025-03-10,PYTHON-BEGINNERS,50,12.0,600
2025-03-10,Данные.Наука,200,12.0,2400
10/03/2025,Web Dev 101,80,15.0,1200
2025/03/10,Продвинутый ML,250,11.0,2750
10/03/2025,sql-cc,60,13.0,780
2025-03-11,Питон для начинающих,50,4.0,200
11.03.25,Буткемп по Data Science,200,14.0,2800
11/03/2025,WEB DEVELOPMENT,80,22.0,1760
11.03.25,machine learning advanced,250,21.0,5250
11/03/2025,SQL-Курс,60,9.0,540
12/03/2025,PYTHON-BEGINNERS,50,13.0,650
12/03/2025,Данные.Наука,200,10.0,2000
"Mar 12, 2025",веб разработка,80,13.0,1040
2025/03/12,ML (уровень 2),250,14.0,3500
12.03.25,sql-cc,60,10.0,600
"Mar 13, 2025",Питон для начинающих,50,8.0,400
13/03/2025,DS Boot,200,14.0,2800
2025/03/13,WEB DEVELOPMENT,80,13.0,1040
2025/03/13,ML (уровень 2),250,15.0,3750
